name,OEM,Model,Variant,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price,RTO Number
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2018,10500,Petrol,Individual,Manual,First Owner,13.0,609140,300000,TN23MN9540
Maruti Swift VXI BSIII,Maruti,Swift,VXI BSIII,2009,67580,Petrol,Individual,Manual,Second Owner,15.0,609310,220000,KA68HU6610
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2015,100000,Diesel,Individual,Manual,First Owner,11.23,610701,530000,UP18FL3420
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2014,110000,Diesel,Individual,Manual,Second Owner,11.0,610741,480000,BR95IO9666
Chevrolet Enjoy TCDi LT 7 Seater,Chevrolet,Enjoy,TCDi LT 7 Seater,2014,71014,Diesel,Dealer,Manual,First Owner,9.0,611180,325000,KA96EJ9587
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Vento,1.5 TDI Highline,2013,80000,Diesel,Dealer,Manual,First Owner,11.11,611214,475000,BR53ZP8288
Datsun GO Plus A Option Petrol,Datsun,GO,Plus A Option Petrol,2018,10000,Petrol,Individual,Manual,Second Owner,15.0,611242,450000,RJ51NE5819
Mahindra Thar DI 4X2,Mahindra,Thar,DI 4X2,2018,5000,Diesel,Individual,Manual,First Owner,15.0,611255,515000,JK22PC5311
Volkswagen Vento Diesel Highline,Volkswagen,Vento,Diesel Highline,2013,120000,Diesel,Individual,Manual,Second Owner,11.0,612298,450000,MP17LJ1966
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2013,80000,Petrol,Dealer,Manual,First Owner,13.0,612419,300000,BR37GY1366
Hyundai Sonata AT Leather,Hyundai,Sonata,AT Leather,2006,80000,Petrol,Individual,Automatic,Third Owner,10.0,612763,225000,AP79QB3434
Ford Figo Trend,Ford,Figo,Trend,2016,60826,Petrol,Dealer,Manual,First Owner,9.0,612776,390000,DL69FD9240
Datsun GO Plus Remix Limited Edition,Datsun,GO,Plus Remix Limited Edition,2016,35000,Petrol,Individual,Manual,First Owner,14.9,612837,300000,HR64SO1415
Chevrolet Enjoy TCDi LT 7 Seater,Chevrolet,Enjoy,TCDi LT 7 Seater,2014,146000,Diesel,Individual,Manual,First Owner,13.26,612959,300000,GJ68IX8280
Maruti Wagon R Stingray VXI,Maruti,Wagon,R Stingray VXI,2014,59059,Petrol,Dealer,Manual,First Owner,13.2,613070,300000,UT83GU8874
Chevrolet Spark 1.0 LS,Chevrolet,Spark,1.0 LS,2009,44800,Petrol,Individual,Manual,Second Owner,13.0,613079,170000,TN46MY2585
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,i20,Asta Option 1.4 CRDi,2016,50000,Diesel,Individual,Manual,Second Owner,10.0,613192,600000,TS14MT3268
Nissan Terrano XL 110 PS,Nissan,Terrano,XL 110 PS,2014,136906,Diesel,Individual,Manual,First Owner,12.0,613370,425000,OR94TP3885
Maruti Alto K10 VXI,Maruti,Alto,K10 VXI,2017,30000,Petrol,Individual,Manual,First Owner,15.0,614023,320000,TS22IB3154
Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,Enjoy,TCDi LS 8 Seater,2014,200000,Diesel,Individual,Manual,Third Owner,12.05,614091,330000,KL62WK7020
Maruti Swift LXi BSIV,Maruti,Swift,LXi BSIV,2008,50000,Petrol,Individual,Manual,First Owner,10.0,614240,200000,UP23YK7793
Maruti Ritz VDi,Maruti,Ritz,VDi,2014,133000,Diesel,Individual,Manual,First Owner,10.39,614280,350000,GJ89JF4606
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2018,20629,Petrol,Dealer,Manual,First Owner,10.0,614776,325000,DL52DB4236
Maruti Baleno Alpha 1.3,Maruti,Baleno,Alpha 1.3,2016,50000,Diesel,Individual,Manual,First Owner,10.15,615386,575000,OR34HK3395
Maruti Celerio LXI MT BSIV,Maruti,Celerio,LXI MT BSIV,2019,50000,Petrol,Individual,Manual,First Owner,12.0,615572,340000,WB32YX7583
Maruti Ertiga BSIV ZXI,Maruti,Ertiga,BSIV ZXI,2015,80000,Petrol,Individual,Manual,First Owner,10.0,615574,500000,AS17SY5681
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Grand,i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,13.38,615762,550000,HR22CD7065
Maruti Celerio Green VXI,Maruti,Celerio,Green VXI,2017,78000,CNG,Individual,Manual,First Owner,10.71,616124,365000,KA81KZ5456
Renault Duster 110PS Diesel RxZ Plus,Renault,Duster,110PS Diesel RxZ Plus,2012,70000,Diesel,Individual,Manual,Second Owner,14.11,616509,370000,AP79XH3746
Hyundai Verna 1.6 CRDI,Hyundai,Verna,1.6 CRDI,2012,90000,Diesel,Individual,Manual,Second Owner,14.62,616537,312000,RJ77OB1215
Maruti Eeco 5 Seater AC BSIV,Maruti,Eeco,5 Seater AC BSIV,2017,8352,Petrol,Dealer,Manual,First Owner,9.0,616678,425000,BR83GG6368
Renault Duster 85PS Diesel RxL,Renault,Duster,85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,9.0,617023,450000,GJ32MQ2558
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2006,132000,Petrol,Individual,Manual,First Owner,12.28,617178,165000,KL46KS7747
Ford Figo 1.5D Trend MT,Ford,Figo,1.5D Trend MT,2016,45217,Diesel,Dealer,Manual,First Owner,10.0,617213,400000,CG14RI9837
Hyundai i20 Active 1.2 SX,Hyundai,i20,Active 1.2 SX,2016,30000,Petrol,Individual,Manual,First Owner,11.0,617593,600000,AP24SR5144
Maruti Ertiga VDI,Maruti,Ertiga,VDI,2014,120000,Diesel,Individual,Manual,Second Owner,10.81,618714,500000,HR90GG9648
Hyundai Xcent 1.2 Kappa S,Hyundai,Xcent,1.2 Kappa S,2015,70000,Petrol,Individual,Manual,First Owner,14.0,618739,375000,TN46EM4067
Hyundai Santro Magna BSIV,Hyundai,Santro,Magna BSIV,2019,15000,Petrol,Individual,Manual,First Owner,10.0,619208,425000,MH54II7992
Hyundai Grand i10 Magna AT,Hyundai,Grand,i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,11.0,619691,520000,RJ14LO6439
Mahindra Scorpio LX,Mahindra,Scorpio,LX,2014,70000,Diesel,Individual,Manual,Third Owner,9.0,619727,420000,WB13DW4770
Tata New Safari DICOR 2.2 EX 4x2,Tata,New,Safari DICOR 2.2 EX 4x2,2009,120000,Diesel,Individual,Manual,Second Owner,14.0,619786,204999,RJ68EV3780
Maruti Celerio Green VXI,Maruti,Celerio,Green VXI,2017,78000,CNG,Individual,Manual,First Owner,14.98,619803,365000,UT81MQ9552
Mahindra Scorpio M2DI,Mahindra,Scorpio,M2DI,2013,150000,Diesel,Individual,Manual,First Owner,11.36,620109,500000,AP91ZT4117
Hyundai i10 Era,Hyundai,i10,Era,2009,50000,Petrol,Individual,Manual,First Owner,12.0,620264,250000,TS94ZG3580
Maruti Swift AMT VXI,Maruti,Swift,AMT VXI,2018,18000,Petrol,Individual,Automatic,First Owner,11.0,620292,600000,KL98TI7742
Renault Lodgy 85PS RxL,Renault,Lodgy,85PS RxL,2015,60000,Diesel,Individual,Manual,First Owner,14.0,620367,495000,MP19SJ1225
Mahindra Bolero SLX,Mahindra,Bolero,SLX,2011,90000,Diesel,Individual,Manual,Second Owner,10.0,621009,350000,KA39TI1704
Renault Duster 85PS Diesel RxE,Renault,Duster,85PS Diesel RxE,2013,170000,Diesel,Dealer,Manual,First Owner,9.11,621307,425000,DL20DG5127
Maruti Alto 800 LXI Optional,Maruti,Alto,800 LXI Optional,2019,28000,Petrol,Dealer,Manual,First Owner,15.0,621387,335000,KA77UF2780
Honda Jazz S,Honda,Jazz,S,2009,50000,Petrol,Individual,Manual,First Owner,10.0,621530,300000,OR78DK1015
Maruti Swift VDI Optional,Maruti,Swift,VDI Optional,2017,60000,Diesel,Individual,Manual,Second Owner,10.81,621692,600000,TS90RV3970
Mahindra Xylo E4 8S,Mahindra,Xylo,E4 8S,2010,120000,Diesel,Individual,Manual,Third Owner,14.3,621700,325000,KL39CG5830
Volkswagen Vento Petrol Highline,Volkswagen,Vento,Petrol Highline,2011,90000,Petrol,Individual,Manual,Second Owner,9.0,621765,350000,KA42JO3236
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Fiesta,Classic 1.4 Duratorq CLXI,2014,80322,Diesel,Dealer,Manual,First Owner,9.0,621789,325000,AP67NR2634
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2017,10000,Petrol,Individual,Manual,First Owner,11.0,622449,375000,DL96PX9239
Maruti Swift VDI,Maruti,Swift,VDI,2012,80000,Diesel,Individual,Manual,Second Owner,11.39,622469,320000,RJ54BL4858
Maruti Alto K10 VXI,Maruti,Alto,K10 VXI,2017,25000,Petrol,Dealer,Manual,First Owner,10.5,622665,350000,AS37XX9970
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2015,60000,Diesel,Individual,Manual,First Owner,11.0,622812,320000,KL87VN4741
Chevrolet Beat Diesel LT,Chevrolet,Beat,Diesel LT,2016,35000,Diesel,Individual,Manual,Second Owner,11.0,622912,350000,AS81KV5110
Volkswagen Jetta 1.4 TSI Comfortline,Volkswagen,Jetta,1.4 TSI Comfortline,2013,50000,Petrol,Individual,Manual,First Owner,13.0,623208,450000,KA86BZ8300
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2018,35000,Petrol,Individual,Manual,First Owner,10.0,623500,325000,TN38FB6925
Hyundai Verna CRDi,Hyundai,Verna,CRDi,2008,90000,Diesel,Individual,Manual,Second Owner,11.0,623542,195000,OR32WL7746
Maruti Ritz LDi,Maruti,Ritz,LDi,2016,100000,Diesel,Individual,Manual,Second Owner,10.0,623795,380000,RJ53QF1131
Renault Pulse RxL,Renault,Pulse,RxL,2015,61585,Diesel,Trustmark Dealer,Manual,First Owner,11.0,623979,390000,WB89PJ8298
Maruti Baleno Alpha 1.2,Maruti,Baleno,Alpha 1.2,2019,24000,Petrol,Individual,Manual,First Owner,11.0,624000,556000,MP46DF8189
Volkswagen Jetta 2.0L TDI Comfortline,Volkswagen,Jetta,2.0L TDI Comfortline,2012,80000,Diesel,Individual,Manual,Second Owner,13.0,624030,415000,TN46EX5156
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Laura,Ambiente 2.0 TDI CR MT,2012,52000,Diesel,Dealer,Manual,First Owner,14.54,624137,385000,MH80NT1077
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2018,15000,Petrol,Individual,Manual,First Owner,13.0,624288,425000,TN22DD8738
Hyundai Verna 1.6 SX,Hyundai,Verna,1.6 SX,2012,109052,Diesel,Dealer,Manual,First Owner,13.0,624973,470000,JK44CN5149
Maruti Celerio VXI AT,Maruti,Celerio,VXI AT,2017,50000,Petrol,Individual,Automatic,First Owner,11.0,625080,450000,MP87ZL3273
Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Aveo,U-VA 1.2 LS,2009,80000,Petrol,Individual,Manual,Second Owner,9.0,625365,210000,TS87JN9082
Maruti Eeco Smiles 5 Seater AC,Maruti,Eeco,Smiles 5 Seater AC,2014,30000,Petrol,Dealer,Manual,First Owner,13.96,625427,325000,KA41MT9081
Fiat Punto EVO 1.3 Dynamic,Fiat,Punto,EVO 1.3 Dynamic,2016,35000,Diesel,Individual,Manual,First Owner,13.0,625753,500000,PB56HL6101
Honda Brio S MT,Honda,Brio,S MT,2015,34823,Petrol,Dealer,Manual,Second Owner,15.0,625783,350000,RJ78LX2822
Tata Zest Quadrajet 1.3 75PS XE,Tata,Zest,Quadrajet 1.3 75PS XE,2015,140000,Diesel,Dealer,Manual,First Owner,14.0,625875,300000,KL53GG1041
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Verna,1.6 SX CRDi (O),2013,71000,Diesel,Dealer,Manual,First Owner,14.0,626034,525000,AP74SZ1521
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Vento,1.5 TDI Highline,2015,98000,Diesel,Dealer,Manual,First Owner,10.0,626051,525000,MH81ZL3020
Hyundai Verna 1.6 SX,Hyundai,Verna,1.6 SX,2013,100000,Diesel,Individual,Manual,Second Owner,14.51,627270,495000,CG10HL7359
Hyundai Verna 1.6 i ABS,Hyundai,Verna,1.6 i ABS,2009,60000,Petrol,Individual,Manual,First Owner,9.63,627295,200000,UP86OH5674
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2015,60000,Diesel,Individual,Manual,Second Owner,11.0,627837,490000,RJ78AV2628
Honda Amaze S i-Vtech,Honda,Amaze,S i-Vtech,2015,43192,Petrol,Dealer,Manual,First Owner,10.78,628016,450000,GJ84QR4345
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2014,48000,Petrol,Individual,Manual,First Owner,11.0,628117,400000,AP27QJ7056
Maruti Wagon R AMT VXI,Maruti,Wagon,R AMT VXI,2014,28942,Petrol,Dealer,Automatic,First Owner,11.89,628234,300000,PB56FW8190
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2018,16584,Petrol,Dealer,Manual,First Owner,14.0,629049,300000,UP79QG1711
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2014,90000,Diesel,Individual,Manual,First Owner,14.33,629200,409999,DL26KN8563
Honda City i VTEC V,Honda,City,i VTEC V,2016,20000,Petrol,Individual,Manual,First Owner,9.0,629388,500000,AS11VL7522
Renault Duster 85PS Diesel RxL,Renault,Duster,85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,15.0,629499,450000,AP37VR7829
Maruti Ertiga ZDI,Maruti,Ertiga,ZDI,2012,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.0,629634,480000,DL36ZG8985
Renault KWID RXL,Renault,KWID,RXL,2019,15000,Petrol,Individual,Manual,First Owner,12.93,629701,300000,TN43ZS7562
Maruti Wagon R Stingray VXI,Maruti,Wagon,R Stingray VXI,2014,75000,Petrol,Individual,Manual,First Owner,13.29,630546,300000,RJ53QI9509
Mahindra KUV 100 mFALCON G80 K8 5str,Mahindra,KUV,100 mFALCON G80 K8 5str,2016,60000,Petrol,Individual,Manual,First Owner,15.0,630662,370000,KL77XI3763
Mahindra KUV 100 mFALCON D75 K8 AW,Mahindra,KUV,100 mFALCON D75 K8 AW,2016,90000,Diesel,Individual,Manual,First Owner,11.0,630792,350000,OR64CJ1726
Maruti SX4 ZDI Leather,Maruti,SX4,ZDI Leather,2012,60000,Diesel,Individual,Manual,Second Owner,12.0,631032,400000,PB14OW7622
Maruti Ritz VXi,Maruti,Ritz,VXi,2014,35000,Petrol,Individual,Manual,First Owner,14.0,631186,300000,GJ80GI3526
Chevrolet Sail 1.2 LT ABS,Chevrolet,Sail,1.2 LT ABS,2014,30000,Petrol,Individual,Manual,First Owner,15.0,631381,350000,TN55ZE9689
Hyundai Xcent 1.1 CRDi SX Option,Hyundai,Xcent,1.1 CRDi SX Option,2014,55850,Diesel,Dealer,Manual,First Owner,10.0,631881,455000,WB69RL9994
Chevrolet Cruze LTZ,Chevrolet,Cruze,LTZ,2012,40000,Diesel,Individual,Manual,First Owner,14.0,632249,400000,KL23ZS7980
Maruti Ignis 1.2 Delta BSIV,Maruti,Ignis,1.2 Delta BSIV,2019,15000,Petrol,Individual,Manual,First Owner,9.87,632338,500000,RJ38KM5098
Mahindra Bolero SLX 2WD,Mahindra,Bolero,SLX 2WD,2007,100000,Diesel,Individual,Manual,Second Owner,12.0,633833,300000,KA32PV4457
Mahindra Xylo D2 BS IV,Mahindra,Xylo,D2 BS IV,2015,100000,Diesel,Individual,Manual,Third Owner,14.0,633877,434999,JK82BE7008
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,Volkswagen,Ameo,1.5 TDI Highline 16 Alloy,2017,80000,Diesel,Individual,Manual,First Owner,11.0,633918,575000,PB35CR4067
Hyundai i20 Active S Petrol,Hyundai,i20,Active S Petrol,2016,68523,Petrol,Dealer,Manual,First Owner,10.0,633946,560000,JK35XW8566
Ford Figo Titanium Diesel BSIV,Ford,Figo,Titanium Diesel BSIV,2010,86017,Diesel,Dealer,Manual,Second Owner,13.9,634007,325000,HR73ZC6347
Hyundai Creta 1.6 CRDi SX,Hyundai,Creta,1.6 CRDi SX,2016,52600,Diesel,Individual,Manual,First Owner,11.0,634578,535000,HR90WB2621
Honda Amaze EX i-Dtech,Honda,Amaze,EX i-Dtech,2014,56541,Diesel,Dealer,Manual,First Owner,14.0,634810,409999,BR32HF1363
Nissan Micra XL,Nissan,Micra,XL,2013,28740,Petrol,Individual,Manual,First Owner,11.0,635127,363000,JK92RY3526
Maruti Alto K10 VXI Airbag,Maruti,Alto,K10 VXI Airbag,2019,5000,Petrol,Individual,Manual,First Owner,14.0,635211,350000,TN87YP9035
Hyundai i20 1.2 Spotz,Hyundai,i20,1.2 Spotz,2017,50000,Petrol,Individual,Manual,First Owner,13.93,635264,400000,JK88IH1225
Tata New Safari DICOR 2.2 EX 4x2,Tata,New,Safari DICOR 2.2 EX 4x2,2012,140000,Diesel,Individual,Manual,Second Owner,14.56,635348,320000,DL13JI2132
Maruti Swift Dzire LDI,Maruti,Swift,Dzire LDI,2018,38000,Diesel,Individual,Manual,Second Owner,12.0,635371,545000,CG95HM2671
Honda BRV i-VTEC V MT,Honda,BRV,i-VTEC V MT,2017,43500,Petrol,Individual,Manual,First Owner,9.12,635441,600000,TN54AT3118
Maruti Swift VDI,Maruti,Swift,VDI,2013,50000,Diesel,Individual,Manual,First Owner,10.0,635449,400000,BR17GP1069
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2014,25000,Petrol,Individual,Manual,First Owner,9.26,635787,400000,UT56QQ8233
Hyundai i10 Sportz 1.1L,Hyundai,i10,Sportz 1.1L,2015,35925,Petrol,Dealer,Manual,First Owner,15.0,635887,310000,HR91QB4426
Mahindra Bolero 2011-2019 SLX 2WD BSIII,Mahindra,Bolero,2011-2019 SLX 2WD BSIII,2013,78413,Diesel,Dealer,Manual,Second Owner,12.0,635890,550000,AS29EG1867
Maruti Celerio LXI MT BSIV,Maruti,Celerio,LXI MT BSIV,2019,50000,Petrol,Individual,Manual,First Owner,14.84,636011,340000,UP15SP5528
Hyundai i20 Asta 1.4 CRDi,Hyundai,i20,Asta 1.4 CRDi,2015,87000,Diesel,Individual,Manual,First Owner,10.0,636082,550000,KA24IZ6624
Maruti Swift VDI,Maruti,Swift,VDI,2012,40000,Diesel,Individual,Manual,First Owner,9.0,636238,425000,UP63XN4001
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2015,12000,Petrol,Individual,Manual,First Owner,9.27,636323,425000,UP67RW8463
Volkswagen Polo 1.5 TDI Trendline,Volkswagen,Polo,1.5 TDI Trendline,2014,81358,Diesel,Dealer,Manual,First Owner,12.0,636326,415000,CG39UE7776
Honda City V AT,Honda,City,V AT,2011,97000,Petrol,Dealer,Automatic,Second Owner,14.0,636703,434999,GJ50WE1356
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2005,120000,Diesel,Individual,Manual,Second Owner,11.0,636725,310000,OR94TG6971
Mahindra Bolero SLX 4WD BSIII,Mahindra,Bolero,SLX 4WD BSIII,2011,110000,Diesel,Individual,Manual,Second Owner,12.18,636871,450000,WB96IR2706
Maruti Swift VXI BSIII,Maruti,Swift,VXI BSIII,2009,806599,Petrol,Dealer,Manual,First Owner,12.0,636872,250000,GJ73SF4863
Skoda Laura 1.9 TDI MT Ambiente,Skoda,Laura,1.9 TDI MT Ambiente,2009,100000,Diesel,Individual,Manual,Third Owner,9.0,637185,200000,KA38EH2726
Chevrolet Sail LS ABS,Chevrolet,Sail,LS ABS,2014,40000,Diesel,Individual,Manual,First Owner,14.81,637246,375000,JK80PW9416
Maruti Eeco 5 Seater AC BSIV,Maruti,Eeco,5 Seater AC BSIV,2018,10200,Petrol,Dealer,Manual,First Owner,14.0,637262,401000,UP24EI6980
Maruti Swift ZXI ABS,Maruti,Swift,ZXI ABS,2009,60000,Petrol,Individual,Manual,Second Owner,12.0,637595,250000,TS93CH6475
Tata Tiago 1.05 Revotorq XT Option,Tata,Tiago,1.05 Revotorq XT Option,2017,35000,Diesel,Individual,Manual,First Owner,12.0,637710,450000,UT30NT8868
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2017,17000,Petrol,Individual,Manual,First Owner,12.0,637882,430000,OR28GW2100
Maruti Wagon R LXI BS IV,Maruti,Wagon,R LXI BS IV,2014,50000,Petrol,Individual,Manual,First Owner,15.0,637914,300000,UP45TM4523
Mahindra Bolero DI,Mahindra,Bolero,DI,2011,110000,Diesel,Individual,Manual,First Owner,13.0,637997,300000,AS96IE8805
Maruti Swift Dzire ZDI,Maruti,Swift,Dzire ZDI,2015,90000,Diesel,Individual,Manual,Second Owner,12.56,638500,484999,GJ50RZ8759
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Mahindra,Scorpio,2.6 SLX Turbo 7 Seater,2004,120000,Diesel,Individual,Manual,First Owner,12.68,638745,170000,KL25FX4186
Honda Civic 1.8 V AT,Honda,Civic,1.8 V AT,2009,63500,Petrol,Dealer,Automatic,First Owner,14.0,639770,210000,OR32RS3370
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2018,14000,Petrol,Dealer,Manual,First Owner,12.0,640015,440000,DL93UY6344
Hyundai Getz GLS,Hyundai,Getz,GLS,2005,70000,Petrol,Individual,Manual,First Owner,13.0,640195,250000,GJ26UD2152
Tata New Safari DICOR 2.2 VX 4x4,Tata,New,Safari DICOR 2.2 VX 4x4,2012,42655,Diesel,Individual,Manual,First Owner,14.78,640273,450000,AS87HF4282
Ford Figo 1.5D Trend MT,Ford,Figo,1.5D Trend MT,2016,40000,Diesel,Individual,Manual,First Owner,12.0,640629,495000,GJ45CR8410
Maruti Wagon R AMT VXI,Maruti,Wagon,R AMT VXI,2014,28942,Petrol,Dealer,Automatic,First Owner,13.39,640693,300000,TS16MV6356
Toyota Etios Liva GD,Toyota,Etios,Liva GD,2013,70000,Diesel,Individual,Manual,Second Owner,13.0,640781,450000,PB45IQ3697
Hyundai i10 Magna,Hyundai,i10,Magna,2008,56000,Petrol,Individual,Manual,Second Owner,13.0,640891,195000,KA90HR5836
Maruti Baleno Delta Automatic,Maruti,Baleno,Delta Automatic,2018,50000,Petrol,Individual,Automatic,First Owner,14.0,641393,520000,MH41RD3639
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2018,20000,Petrol,Individual,Manual,First Owner,14.0,641545,310000,KL87KW9204
Renault Duster 110PS Diesel RxZ,Renault,Duster,110PS Diesel RxZ,2013,120000,Diesel,Individual,Manual,First Owner,10.0,642387,450000,TS83CM8860
Datsun RediGO 1.0 T Option,Datsun,RediGO,1.0 T Option,2018,2769,Petrol,Dealer,Manual,First Owner,14.35,642451,375000,AS37NP7127
Maruti Swift 1.3 VXI ABS,Maruti,Swift,1.3 VXI ABS,2015,24600,Petrol,Dealer,Manual,First Owner,9.27,642779,475000,HR73TW9932
Maruti Swift Dzire ZDI,Maruti,Swift,Dzire ZDI,2015,91365,Diesel,Dealer,Manual,First Owner,14.63,642934,470000,TS75UO2942
Honda City 1.5 V MT,Honda,City,1.5 V MT,2009,90000,Petrol,Individual,Manual,Second Owner,15.0,643242,250000,AP22AS8840
Volkswagen Vento Diesel Highline,Volkswagen,Vento,Diesel Highline,2011,65000,Diesel,Individual,Manual,Second Owner,14.65,643554,300000,TN82PB9939
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2015,32260,Petrol,Dealer,Manual,First Owner,14.97,644382,390000,UT87QH3099
Tata Tiago XT,Tata,Tiago,XT,2016,41000,Petrol,Dealer,Manual,First Owner,14.22,645031,335000,KA91IF2350
Maruti Swift Dzire VXi,Maruti,Swift,Dzire VXi,2009,80659,Petrol,Dealer,Manual,First Owner,12.0,645814,250000,OR52ZF5854
Hyundai i20 Asta 1.4 CRDi,Hyundai,i20,Asta 1.4 CRDi,2013,90000,Diesel,Individual,Manual,First Owner,15.0,645909,300000,HR72LV8160
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2018,20000,Petrol,Individual,Manual,First Owner,12.0,646247,300000,OR57UQ9805
Hyundai Verna 1.6 Xi ABS,Hyundai,Verna,1.6 Xi ABS,2008,54309,Petrol,Individual,Manual,First Owner,12.51,646310,220000,HR84YG8802
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2013,30000,Petrol,Individual,Manual,First Owner,12.42,646537,324000,OR54SV1467
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Ecosport,1.5 DV5 MT Titanium,2015,135000,Diesel,Individual,Manual,Second Owner,10.0,647061,550000,BR10GN4419
Honda Civic 1.8 MT Sport,Honda,Civic,1.8 MT Sport,2007,55000,Petrol,Individual,Manual,Second Owner,13.44,647198,225000,MP26BC2566
Hyundai Verna CRDi,Hyundai,Verna,CRDi,2008,110000,Diesel,Individual,Manual,Second Owner,11.66,647698,250000,JK31WS6432
Mahindra Xylo E8,Mahindra,Xylo,E8,2009,100000,Diesel,Individual,Manual,Second Owner,11.85,649125,290000,DL56WV4821
Ford Aspire Titanium BSIV,Ford,Aspire,Titanium BSIV,2017,101159,Petrol,Dealer,Manual,First Owner,13.0,649156,430000,TS15FN6652
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2019,5000,Petrol,Individual,Manual,First Owner,13.0,649171,500000,DL62YU7603
Toyota Etios Cross 1.2L G,Toyota,Etios,Cross 1.2L G,2015,23839,Petrol,Dealer,Manual,First Owner,10.0,649326,421000,GJ33EK5996
Volkswagen Ameo 1.5 TDI Comfortline,Volkswagen,Ameo,1.5 TDI Comfortline,2018,70000,Diesel,Individual,Manual,First Owner,12.0,649379,580000,OR15ZH2996
Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,Bolero,Power Plus Plus AC BSIV PS,2015,200000,Diesel,Individual,Manual,First Owner,13.0,649579,430000,HR61JG3994
Skoda Yeti Ambition 4WD,Skoda,Yeti,Ambition 4WD,2011,80000,Diesel,Individual,Manual,First Owner,13.0,649683,350000,PB86EP2290
Tata Manza Club Class Quadrajet90 LX,Tata,Manza,Club Class Quadrajet90 LX,2013,60000,Diesel,Individual,Manual,First Owner,14.0,649778,300000,HR39LV7669
Ford Ecosport 1.0 Ecoboost Titanium Optional,Ford,Ecosport,1.0 Ecoboost Titanium Optional,2013,100000,Petrol,Individual,Manual,First Owner,9.64,649998,350000,UT98QF4319
Mahindra Scorpio M2DI,Mahindra,Scorpio,M2DI,2012,110000,Diesel,Individual,Manual,Fourth & Above Owner,11.0,650110,600000,PB87IQ4182
Skoda Rapid 1.5 TDI Elegance,Skoda,Rapid,1.5 TDI Elegance,2014,120000,Diesel,Individual,Manual,Second Owner,12.24,650298,450000,OR54EO1979
Hyundai Grand i10 CRDi Sportz,Hyundai,Grand,i10 CRDi Sportz,2015,80000,Diesel,Individual,Manual,Second Owner,11.65,650801,390000,CG57SY9737
Hyundai Grand i10 Magna,Hyundai,Grand,i10 Magna,2017,53261,Petrol,Dealer,Manual,First Owner,12.7,651074,480000,CG69SF2850
Skoda Rapid 1.6 TDI PRESTIGE,Skoda,Rapid,1.6 TDI PRESTIGE,2013,88000,Diesel,Individual,Manual,Second Owner,12.12,651090,430000,MP22MV7325
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,Scorpio,SLX 2.6 Turbo 8 Str,2007,160000,Diesel,Individual,Manual,Second Owner,14.0,651540,190000,KL61FQ7455
