name,OEM,Model,Variant,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price,RTO Number
Hyundai i10 Magna 1.1,Hyundai,i10,Magna 1.1,2008,90000,Petrol,Individual,Manual,Third Owner,13.0,560992,150000,MH36FQ1236
Maruti Swift VXI,Maruti,Swift,VXI,2019,20000,Petrol,Individual,Manual,First Owner,9.0,561098,500000,MH19KT5690
Volkswagen Vento Diesel Highline,Volkswagen,Vento,Diesel Highline,2011,97000,Diesel,Individual,Manual,Third Owner,12.36,561146,260000,MH78EQ3498
Chevrolet Enjoy TCDi LT 8 Seater,Chevrolet,Enjoy,TCDi LT 8 Seater,2014,110000,Diesel,Individual,Manual,First Owner,9.64,561171,350000,MH47KV2596
Hyundai Grand i10 CRDi Sportz,Hyundai,Grand,i10 CRDi Sportz,2014,70000,Diesel,Individual,Manual,Second Owner,11.0,561181,390000,MH45LU8658
Honda City 1.5 V AT,Honda,City,1.5 V AT,2008,70000,Petrol,Individual,Automatic,First Owner,15.0,561235,140000,MH53LO3743
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2008,90000,Petrol,Individual,Manual,Second Owner,10.0,561302,200000,MH34CB7265
Datsun GO Plus T BSIV,Datsun,GO,Plus T BSIV,2015,25000,Petrol,Individual,Manual,First Owner,12.0,561552,380000,MH22XG3051
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2014,101000,Diesel,Dealer,Manual,First Owner,10.58,561955,480000,MH89BD6313
Hyundai Xcent 1.1 CRDi Base,Hyundai,Xcent,1.1 CRDi Base,2015,72000,Diesel,Individual,Manual,First Owner,14.35,562016,375000,MH88BW9122
Maruti 800 Std,Maruti,800,Std,2003,78098,Petrol,Individual,Manual,First Owner,13.23,562140,50000,MH42HX3853
Hyundai Verna 1.6 VTVT,Hyundai,Verna,1.6 VTVT,2013,60000,Petrol,Individual,Manual,First Owner,10.0,562270,370000,MH38FK7916
Hyundai Verna Transform CRDi VGT SX ABS,Hyundai,Verna,Transform CRDi VGT SX ABS,2010,135000,Diesel,Individual,Manual,First Owner,10.0,562452,325000,MH76JI6004
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2013,60000,Petrol,Individual,Manual,First Owner,12.0,562482,270000,MH29AM8565
Maruti Wagon R CNG LXI,Maruti,Wagon,R CNG LXI,2013,59100,CNG,Dealer,Manual,First Owner,14.83,562715,310000,MH30VF5828
Maruti Wagon R AMT VXI Option,Maruti,Wagon,R AMT VXI Option,2018,15000,Petrol,Individual,Automatic,First Owner,9.57,562730,370000,MH84LJ2348
Volkswagen Jetta 1.9 Highline TDI,Volkswagen,Jetta,1.9 Highline TDI,2010,87620,Diesel,Dealer,Automatic,First Owner,13.0,562885,290000,MH40NS8472
Maruti Swift Dzire VDi,Maruti,Swift,Dzire VDi,2009,150000,Diesel,Individual,Manual,Third Owner,12.69,563642,250000,MH36WN3752
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2015,23600,Petrol,Dealer,Manual,First Owner,9.4,563964,365000,MH52BC9214
Hyundai i10 Sportz 1.2 AT,Hyundai,i10,Sportz 1.2 AT,2013,66066,Petrol,Dealer,Automatic,First Owner,11.14,564140,345000,MH98LB8848
Tata Indigo LS,Tata,Indigo,LS,2007,195000,Diesel,Individual,Manual,Third Owner,15.0,564584,55000,MH55FM2241
Maruti Omni CNG,Maruti,Omni,CNG,2007,100000,CNG,Individual,Manual,Fourth & Above Owner,13.77,564761,45000,MH19QI4658
Hyundai Santro GLS I - Euro I,Hyundai,Santro,GLS I - Euro I,2001,60000,Petrol,Individual,Manual,Third Owner,12.0,564928,55000,MH20EU7626
Maruti Swift VDI,Maruti,Swift,VDI,2007,50000,Diesel,Dealer,Manual,First Owner,13.47,565315,225000,MH62GZ9779
Hyundai i10 Sportz 1.2,Hyundai,i10,Sportz 1.2,2008,30000,Petrol,Individual,Manual,First Owner,12.22,565686,150000,MH47IT6461
Toyota Innova 2.0 VX 7 Seater,Toyota,Innova,2.0 VX 7 Seater,2010,120000,Petrol,Individual,Manual,Third Owner,10.0,565698,320000,MH86ZI3830
Hyundai i20 Asta,Hyundai,i20,Asta,2010,110000,Petrol,Individual,Manual,Second Owner,14.65,566280,270000,MH29KG1252
Maruti 800 AC BSII,Maruti,800,AC BSII,2004,35000,Petrol,Individual,Manual,Third Owner,13.11,566283,55000,MH35GO4383
Maruti Zen VX,Maruti,Zen,VX,2001,86000,Petrol,Individual,Manual,Second Owner,13.0,566628,85000,MH86MR6848
Ambassador Classic 2000 Dsz,Ambassador,Classic,2000 Dsz,2002,120000,Diesel,Individual,Manual,Fourth & Above Owner,11.47,566656,50000,MH86JV3672
Toyota Etios GD,Toyota,Etios,GD,2012,124000,Diesel,Individual,Manual,First Owner,9.98,566934,300000,MH65MF8934
Hyundai Santro Xing GL Plus,Hyundai,Santro,Xing GL Plus,2013,49000,Petrol,Individual,Manual,First Owner,11.0,566999,290000,MH13AA7337
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2008,70000,Petrol,Individual,Manual,Third Owner,10.96,567166,190000,MH92SG9485
Renault KWID RXT,Renault,KWID,RXT,2018,26500,Petrol,Individual,Manual,First Owner,13.0,567181,360000,MH35KL8762
Maruti Alto STD,Maruti,Alto,STD,2005,50000,Petrol,Individual,Manual,Second Owner,13.0,567481,95000,MH72US9982
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Indica,Vista Aqua 1.3 Quadrajet,2009,120000,Diesel,Individual,Manual,Second Owner,15.0,567628,85000,MH75QS2200
Tata Indica DLX,Tata,Indica,DLX,2003,120000,Diesel,Individual,Manual,Second Owner,13.0,568087,50000,MH66KG4068
Hyundai Santro Xing XG eRLX Euro III,Hyundai,Santro,Xing XG eRLX Euro III,2006,120000,Petrol,Individual,Manual,Third Owner,13.0,568168,60000,MH41RL3326
Maruti Ignis 1.2 Zeta BSIV,Maruti,Ignis,1.2 Zeta BSIV,2018,12000,Petrol,Individual,Manual,First Owner,9.09,568185,500000,MH89EP7612
Toyota Etios Cross 1.2L G,Toyota,Etios,Cross 1.2L G,2015,60000,Petrol,Individual,Manual,First Owner,14.0,568191,320000,MH50WC8034
Hyundai i10 Magna LPG,Hyundai,i10,Magna LPG,2014,29000,LPG,Individual,Manual,First Owner,11.0,568224,290000,MH58TH1588
Tata Tigor 1.2 Revotron XT,Tata,Tigor,1.2 Revotron XT,2018,8500,Petrol,Individual,Manual,First Owner,12.0,568242,450000,MH89YE2247
Maruti Esteem Lxi,Maruti,Esteem,Lxi,2005,60000,Petrol,Individual,Manual,Third Owner,11.04,568510,60000,MH69XT3551
Tata New Safari DICOR 2.2 GX 4x2 BS IV,Tata,New,Safari DICOR 2.2 GX 4x2 BS IV,2012,80000,Diesel,Individual,Manual,First Owner,13.23,568631,320000,MH25LQ9050
Volkswagen Vento New Diesel Highline,Volkswagen,Vento,New Diesel Highline,2013,120000,Diesel,Individual,Manual,Second Owner,12.0,568887,330000,MH54TR4667
Maruti Swift Ldi BSIV,Maruti,Swift,Ldi BSIV,2011,133000,Diesel,Individual,Manual,Second Owner,15.0,568928,350000,MH18LP4774
Mahindra Bolero Power Plus SLX,Mahindra,Bolero,Power Plus SLX,2017,50000,Diesel,Individual,Manual,Second Owner,11.0,568937,400000,MH69YI5936
Maruti Alto LXi,Maruti,Alto,LXi,2006,100000,Petrol,Individual,Manual,Second Owner,12.0,569063,60000,MH72KC4847
Toyota Innova 2.5 E 8 STR,Toyota,Innova,2.5 E 8 STR,2012,70000,Diesel,Individual,Manual,First Owner,9.04,569266,287000,MH38KF6751
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Grand,i10 1.2 Kappa Asta,2017,42000,Petrol,Individual,Manual,First Owner,9.78,569367,475000,MH67WH9997
Renault Duster 110PS Diesel RxZ,Renault,Duster,110PS Diesel RxZ,2012,110000,Diesel,Individual,Manual,Second Owner,12.3,569429,350000,MH32SO5114
Maruti Wagon R Stingray VXI,Maruti,Wagon,R Stingray VXI,2013,65000,Petrol,Individual,Manual,First Owner,13.0,569447,350000,MH38CU6169
Hyundai i20 Asta (o),Hyundai,i20,Asta (o),2009,50000,Petrol,Individual,Manual,First Owner,9.0,569521,300000,MH32OJ4114
Maruti Alto LX,Maruti,Alto,LX,2007,120000,Petrol,Individual,Manual,Third Owner,13.97,570033,70000,MH66AI2339
Maruti Swift VDI,Maruti,Swift,VDI,2012,109000,Diesel,Individual,Manual,First Owner,12.0,570060,352000,MH63GW4989
Maruti Celerio VXI,Maruti,Celerio,VXI,2015,60000,Petrol,Individual,Manual,Third Owner,13.0,570137,300000,MH52VT5142
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2017,30000,Petrol,Individual,Manual,First Owner,12.13,570139,390000,MH54BQ1028
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2013,31800,Diesel,Dealer,Manual,First Owner,12.0,570672,495000,MH34TT9710
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,Polo,Diesel Trendline 1.2L,2011,110000,Diesel,Individual,Manual,First Owner,13.0,570719,350000,MH83HB4658
Maruti Baleno Delta 1.2,Maruti,Baleno,Delta 1.2,2018,20000,Petrol,Individual,Manual,First Owner,9.51,570790,550000,MH78AU5056
Tata Tiago 1.05 Revotorq XE,Tata,Tiago,1.05 Revotorq XE,2016,38000,Diesel,Dealer,Manual,First Owner,12.29,571069,380000,MH72IA7616
Maruti Zen LX,Maruti,Zen,LX,1999,70000,Petrol,Individual,Manual,Fourth & Above Owner,14.0,571075,70000,MH86YC7969
Hyundai i10 Sportz 1.2,Hyundai,i10,Sportz 1.2,2008,30000,Petrol,Individual,Manual,First Owner,14.0,571439,150000,MH38HP4460
Mahindra Quanto C8,Mahindra,Quanto,C8,2013,82082,Diesel,Dealer,Manual,First Owner,9.02,571680,365000,MH35JN4273
Maruti Alto LXi,Maruti,Alto,LXi,2000,90000,Petrol,Individual,Manual,Second Owner,12.0,571695,65000,MH64DR7155
Maruti 800 AC,Maruti,800,AC,2007,70000,Petrol,Individual,Manual,First Owner,14.0,571978,60000,MH83ZC8040
Maruti Wagon R VXI BSIII,Maruti,Wagon,R VXI BSIII,2003,90000,Petrol,Individual,Manual,Second Owner,12.0,572073,70000,MH14ZY9129
Honda Amaze VX i-DTEC,Honda,Amaze,VX i-DTEC,2013,94000,Diesel,Individual,Manual,Second Owner,10.0,572209,325000,MH35YX1285
Hyundai Grand i10 Magna,Hyundai,Grand,i10 Magna,2015,25000,Petrol,Individual,Manual,Third Owner,11.0,572360,325000,MH44XP1491
Maruti Baleno Delta 1.2,Maruti,Baleno,Delta 1.2,2017,60000,Petrol,Individual,Manual,First Owner,10.0,572436,509000,MH19ET1353
Renault Duster 85PS Diesel RxL Optional,Renault,Duster,85PS Diesel RxL Optional,2012,150000,Diesel,Individual,Manual,First Owner,9.0,572514,375000,MH35GR2137
Maruti SX4 Zxi BSIII,Maruti,SX4,Zxi BSIII,2007,80000,Petrol,Individual,Manual,Third Owner,15.0,572570,160000,MH85NJ2510
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Laura,Ambiente 2.0 TDI CR MT,2012,52000,Diesel,Dealer,Manual,First Owner,12.64,572645,385000,MH61JQ3942
Honda Brio 1.2 S MT,Honda,Brio,1.2 S MT,2016,63400,Petrol,Individual,Manual,First Owner,12.18,572650,350000,MH14GC6214
Hyundai Tucson CRDi,Hyundai,Tucson,CRDi,2006,170000,Diesel,Individual,Manual,First Owner,14.69,572724,170000,MH46DY8696
Tata New Safari DICOR 2.2 EX 4x2,Tata,New,Safari DICOR 2.2 EX 4x2,2011,170000,Diesel,Individual,Manual,Second Owner,12.0,573060,350000,MH30EI6932
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,Grand,i10 1.2 Kappa Sportz Option,2013,44000,Petrol,Dealer,Manual,First Owner,9.0,573092,345000,MH75NZ7906
Renault Duster 110PS Diesel RxL,Renault,Duster,110PS Diesel RxL,2014,65000,Diesel,Dealer,Manual,First Owner,10.65,573135,525000,MH44LS2390
Maruti Celerio VXI,Maruti,Celerio,VXI,2016,20194,Petrol,Dealer,Manual,First Owner,13.11,573208,399000,MH45OZ2584
Maruti Wagon R VXI Minor,Maruti,Wagon,R VXI Minor,2009,50000,Petrol,Individual,Manual,Second Owner,13.0,573292,145000,MH16BV2085
Maruti Alto LXI,Maruti,Alto,LXI,2005,23000,Petrol,Individual,Manual,Second Owner,14.97,573416,56000,MH99VQ2034
Renault KWID AMT,Renault,KWID,AMT,2017,40000,Petrol,Individual,Automatic,First Owner,15.0,573602,355000,MH62AA4711
Honda City 1.5 S MT,Honda,City,1.5 S MT,2011,70000,Petrol,Individual,Manual,Second Owner,15.0,573652,395000,MH70SB2596
Maruti 800 Std,Maruti,800,Std,2001,60000,Petrol,Individual,Manual,Third Owner,11.19,574139,65000,MH87ZP4129
Maruti Swift VDi BSIII W/ ABS,Maruti,Swift,VDi BSIII W/ ABS,2008,70000,Diesel,Individual,Manual,First Owner,9.0,574282,263000,MH30BH2428
Tata New Safari 4X4,Tata,New,Safari 4X4,2007,78771,Diesel,Dealer,Manual,Second Owner,13.0,574593,199000,MH87YV8301
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2018,30000,Petrol,Individual,Manual,First Owner,12.0,574696,300000,MH22PN5187
Maruti Alto LXi BSIII,Maruti,Alto,LXi BSIII,2008,70000,Petrol,Individual,Manual,Third Owner,11.48,574696,180000,MH35WV7262
Hyundai Verna 1.6 SX,Hyundai,Verna,1.6 SX,2012,80000,Diesel,Individual,Manual,First Owner,12.42,574706,480000,MH61RS1115
Maruti Ertiga VXI ABS,Maruti,Ertiga,VXI ABS,2013,40000,Petrol,Individual,Manual,First Owner,9.0,574800,350000,MH25OV9371
Maruti Alto LX,Maruti,Alto,LX,2007,180000,Petrol,Individual,Manual,Third Owner,14.61,574904,70000,MH27VF9099
Tata New Safari DICOR 2.2 EX 4x2,Tata,New,Safari DICOR 2.2 EX 4x2,2009,120000,Diesel,Individual,Manual,Third Owner,13.75,574917,150000,MH61BV8816
Tata New Safari Dicor EX 4X2 BS IV,Tata,New,Safari Dicor EX 4X2 BS IV,2012,110000,Diesel,Individual,Manual,Fourth & Above Owner,13.27,575088,280000,MH94RR3325
Honda City i DTEC S,Honda,City,i DTEC S,2014,82000,Diesel,Individual,Manual,First Owner,10.11,575225,520000,MH38KG9919
Honda City 1.5 V Elegance,Honda,City,1.5 V Elegance,2012,63000,Petrol,Dealer,Manual,First Owner,13.0,575529,480000,MH88MT9058
Maruti Wagon R VXI,Maruti,Wagon,R VXI,2012,80000,Petrol,Dealer,Manual,First Owner,15.0,575687,290000,MH49GM1564
Honda City S,Honda,City,S,2012,40700,Petrol,Individual,Manual,First Owner,10.0,575742,325000,MH64MJ2433
Honda Amaze S i-Dtech,Honda,Amaze,S i-Dtech,2014,44875,Diesel,Dealer,Manual,First Owner,11.0,575783,395000,MH33SR7688
Chevrolet Tavera Neo 2 LT L 9 Str,Chevrolet,Tavera,Neo 2 LT L 9 Str,2012,110000,Diesel,Individual,Manual,First Owner,9.0,576272,400000,MH49SO4964
Maruti Swift VXi BSIV,Maruti,Swift,VXi BSIV,2017,39000,Petrol,Dealer,Manual,First Owner,14.31,576690,525000,MH88VE7382
Tata Aria Pure LX 4x2,Tata,Aria,Pure LX 4x2,2014,90000,Diesel,Individual,Manual,Second Owner,14.0,577181,495000,MH14TI3890
Ford Fiesta Petrol Trend,Ford,Fiesta,Petrol Trend,2012,60000,Petrol,Dealer,Manual,First Owner,9.0,577232,450000,MH13VB1627
Tata Indica GLS BS IV,Tata,Indica,GLS BS IV,2008,110000,Petrol,Individual,Manual,Third Owner,12.0,577737,65000,MH97UX8195
Tata Indica DLS,Tata,Indica,DLS,2006,100000,Diesel,Individual,Manual,First Owner,14.0,577747,55000,MH76PI5277
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2017,30000,Petrol,Individual,Manual,First Owner,10.0,578409,350000,MH69CQ7663
Maruti 800 AC BSII,Maruti,800,AC BSII,2001,100000,Petrol,Individual,Manual,Second Owner,13.0,578640,43000,MH95QI6928
Maruti Alto 800 VXI,Maruti,Alto,800 VXI,2016,30000,Petrol,Individual,Manual,First Owner,14.73,579078,300000,MH83EE3162
Maruti Celerio VDi,Maruti,Celerio,VDi,2015,70000,Diesel,Individual,Manual,Second Owner,12.21,579090,390000,MH33UT6921
Maruti Zen Estilo Sports,Maruti,Zen,Estilo Sports,2009,41090,Petrol,Individual,Manual,First Owner,15.0,579484,180000,MH57HB6171
Maruti 800 AC BSII,Maruti,800,AC BSII,1992,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0,579616,50000,MH62QH6253
Chevrolet Beat Diesel LS,Chevrolet,Beat,Diesel LS,2014,60000,Diesel,Individual,Manual,First Owner,9.64,579675,320000,MH87HY9842
Maruti Alto STD,Maruti,Alto,STD,2009,70000,Petrol,Individual,Manual,First Owner,11.89,579767,72000,MH73VA1270
Honda Amaze S i-VTEC,Honda,Amaze,S i-VTEC,2016,11958,Petrol,Dealer,Manual,First Owner,12.24,580122,495000,MH67CK6763
Hyundai Santro Magna CNG BSIV,Hyundai,Santro,Magna CNG BSIV,2019,10000,CNG,Individual,Manual,First Owner,10.0,580466,520000,MH60LM9519
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2015,60000,Diesel,Individual,Manual,Second Owner,14.0,580483,350000,MH52QG2500
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2020,1700,Petrol,Individual,Manual,First Owner,11.56,580924,310000,MH49NS5076
Maruti Swift 1.3 VXi,Maruti,Swift,1.3 VXi,2009,52536,Petrol,Individual,Manual,First Owner,13.45,581161,199000,MH88DN6756
Volkswagen Vento New Diesel Highline,Volkswagen,Vento,New Diesel Highline,2012,86000,Diesel,Individual,Manual,Fourth & Above Owner,10.73,581473,330000,MH17GQ3334
Honda City i DTEC VX,Honda,City,i DTEC VX,2014,110000,Diesel,Individual,Manual,First Owner,11.7,581663,520000,MH39RM9938
Maruti Alto LXi,Maruti,Alto,LXi,2008,90000,Petrol,Individual,Manual,Second Owner,12.38,581669,70000,MH88LD5033
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2018,6000,Petrol,Individual,Manual,First Owner,10.0,581697,450000,MH88KG9217
Maruti Wagon R LXI,Maruti,Wagon,R LXI,2005,70000,Petrol,Individual,Manual,Second Owner,11.95,582513,70000,MH38RK2958
Honda Amaze S i-VTEC,Honda,Amaze,S i-VTEC,2016,11958,Petrol,Dealer,Manual,First Owner,15.0,582613,495000,MH27KR9187
Ford Ikon 1.3 Flair,Ford,Ikon,1.3 Flair,2005,80000,Petrol,Individual,Manual,Third Owner,15.0,582755,50000,MH25QX5350
Volkswagen Vento Diesel Highline,Volkswagen,Vento,Diesel Highline,2011,65000,Diesel,Individual,Manual,Second Owner,9.0,582815,300000,MH47HB4054
Hyundai i20 1.2 Magna,Hyundai,i20,1.2 Magna,2012,44000,Petrol,Individual,Manual,First Owner,10.01,582844,330000,MH10UF8043
Honda City VX MT,Honda,City,VX MT,2010,48781,Petrol,Dealer,Manual,First Owner,9.0,582969,350000,MH83YB4952
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Ford,Figo,Aspire 1.2 Ti-VCT Titanium Plus,2015,70000,Petrol,Individual,Manual,First Owner,11.7,583069,450000,MH41KX5777
Maruti SX4 ZDI,Maruti,SX4,ZDI,2011,105000,Diesel,Dealer,Manual,First Owner,15.0,583166,350000,MH95BL4546
Maruti Swift VXI,Maruti,Swift,VXI,2019,51000,Petrol,Individual,Manual,First Owner,10.18,583366,550000,MH67EQ1445
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2015,90000,Petrol,Individual,Manual,First Owner,15.0,583387,300000,MH24QE4779
Hyundai Santro Xing XG,Hyundai,Santro,Xing XG,2006,110000,Petrol,Individual,Manual,Third Owner,14.0,583472,70000,MH52IS9741
Maruti Alto 800 VXI,Maruti,Alto,800 VXI,2019,5000,Petrol,Individual,Manual,First Owner,11.74,583486,300000,MH47XI6260
Hyundai i20 1.2 Asta,Hyundai,i20,1.2 Asta,2011,74113,Petrol,Dealer,Manual,First Owner,12.0,583521,271000,MH28FE3477
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Polo,Petrol Comfortline 1.2L,2012,62000,Petrol,Individual,Manual,Second Owner,12.0,583714,375000,MH67AU9765
Hyundai Santro LP zipPlus,Hyundai,Santro,LP zipPlus,2003,57000,Petrol,Individual,Manual,First Owner,15.0,583734,75000,MH85AI1279
Toyota Corolla AE,Toyota,Corolla,AE,2006,140000,Petrol,Individual,Manual,Second Owner,12.0,583773,160000,MH73AZ7108
Hyundai Santro LE zipPlus,Hyundai,Santro,LE zipPlus,2001,70000,Petrol,Individual,Manual,First Owner,13.86,583995,68000,MH91NC9458
Maruti Zen LX,Maruti,Zen,LX,1999,70000,Petrol,Individual,Manual,Fourth & Above Owner,14.0,584040,70000,MH61CV8985
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,Swift,Dzire 1.2 Vxi BSIV,2012,49000,Petrol,Individual,Manual,Second Owner,12.0,584122,395000,MH21PI5109
Toyota Innova 2.5 G3,Toyota,Innova,2.5 G3,2010,120000,Diesel,Individual,Manual,Third Owner,9.0,584239,450000,MH21SH3648
Maruti 800 Std,Maruti,800,Std,1999,50000,Petrol,Individual,Manual,Third Owner,15.0,584537,45000,MH45TI9800
Maruti Ritz VDi,Maruti,Ritz,VDi,2012,80000,Diesel,Individual,Manual,First Owner,15.0,584607,300000,MH22ZL7692
Maruti 800 Std,Maruti,800,Std,1997,80000,Petrol,Individual,Manual,Second Owner,15.0,585165,50000,MH82HK9616
Hyundai Santro LE,Hyundai,Santro,LE,2002,70000,Petrol,Individual,Manual,First Owner,12.0,585278,65000,MH53DL3004
Mahindra Xylo D4,Mahindra,Xylo,D4,2010,90000,Diesel,Individual,Manual,Third Owner,12.0,585467,320000,MH93DO1371
Chevrolet Enjoy TCDi LT 8 Seater,Chevrolet,Enjoy,TCDi LT 8 Seater,2015,50000,Diesel,Individual,Manual,First Owner,11.81,585722,500000,MH37BD5174
Maruti Swift Vdi BSIII,Maruti,Swift,Vdi BSIII,2009,109000,Diesel,Individual,Manual,Second Owner,10.0,585927,210000,MH22VM8213
Maruti Ritz VDi,Maruti,Ritz,VDi,2012,119000,Diesel,Individual,Manual,Second Owner,15.0,585930,325000,MH84XD8133
Chevrolet Enjoy 1.3 TCDi LS 8,Chevrolet,Enjoy,1.3 TCDi LS 8,2013,20000,Diesel,Dealer,Manual,First Owner,14.0,586431,425000,MH87TB9238
Honda Brio S MT,Honda,Brio,S MT,2015,20000,Petrol,Dealer,Manual,First Owner,13.59,586671,371000,MH42VB3358
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,i20,Magna Optional 1.4 CRDi,2013,50000,Diesel,Individual,Manual,First Owner,14.36,586884,420000,MH62LD8123
Mahindra Scorpio 2.6 CRDe SLE,Mahindra,Scorpio,2.6 CRDe SLE,2013,70000,Diesel,Individual,Manual,Second Owner,9.85,587436,300000,MH17PN6082
Fiat Linea T Jet Plus,Fiat,Linea,T Jet Plus,2011,20000,Petrol,Individual,Manual,First Owner,13.0,587858,500000,MH21RS7040
Maruti 800 DX,Maruti,800,DX,2000,60000,Petrol,Individual,Manual,First Owner,13.0,587912,50000,MH45UH2889
Honda Amaze VX i-DTEC,Honda,Amaze,VX i-DTEC,2014,110000,Diesel,Individual,Manual,Second Owner,12.79,588131,500000,MH71DD3352
Ford Fiesta 1.4 SXi TDCi,Ford,Fiesta,1.4 SXi TDCi,2009,180000,Diesel,Individual,Manual,Second Owner,14.0,588392,80000,MH80HP6614
Tata Indica DLS,Tata,Indica,DLS,2006,300000,Diesel,Individual,Manual,Second Owner,15.0,588653,85000,MH79XK7673
Maruti Ritz LDi,Maruti,Ritz,LDi,2013,90000,Diesel,Individual,Manual,Third Owner,13.0,589127,280000,MH34MS3968
Maruti 800 Std,Maruti,800,Std,1998,80000,Petrol,Individual,Manual,Fourth & Above Owner,13.0,589247,55000,MH65AQ8088
Hyundai Santro Xing XG,Hyundai,Santro,Xing XG,2004,58000,Petrol,Individual,Manual,First Owner,12.9,589402,80000,MH78RY3112
Maruti Alto LX,Maruti,Alto,LX,2008,140000,Petrol,Individual,Manual,First Owner,15.0,589693,65000,MH52CA8843
Hyundai Santro Xing XL eRLX Euro III,Hyundai,Santro,Xing XL eRLX Euro III,2005,47000,Petrol,Individual,Manual,First Owner,12.4,589902,150000,MH92TM6250
Nissan Micra Diesel XV,Nissan,Micra,Diesel XV,2013,90000,Diesel,Individual,Manual,First Owner,14.96,590075,300000,MH90TL7016
Maruti Swift VXI Optional,Maruti,Swift,VXI Optional,2016,30000,Petrol,Individual,Manual,First Owner,12.82,590476,360000,MH45TE9449
Maruti Wagon R LXI BSIII,Maruti,Wagon,R LXI BSIII,2005,65000,Petrol,Individual,Manual,Second Owner,12.94,590952,90000,MH30HR9150
Hyundai Xcent 1.2 CRDi S,Hyundai,Xcent,1.2 CRDi S,2018,70000,Diesel,Individual,Manual,Second Owner,13.0,591202,450000,MH43EA5261
Renault KWID RXT,Renault,KWID,RXT,2015,14365,Petrol,Dealer,Manual,First Owner,13.65,591320,275000,MH58WR8610
Renault KWID RXL BSIV,Renault,KWID,RXL BSIV,2017,18500,Petrol,Dealer,Manual,First Owner,11.01,591405,325000,MH98QL7727
Hyundai Grand i10 CRDi Magna,Hyundai,Grand,i10 CRDi Magna,2013,73000,Diesel,Individual,Manual,First Owner,13.0,591445,320000,MH42DH5267
Maruti Eeco 5 Seater AC BSIV,Maruti,Eeco,5 Seater AC BSIV,2017,40000,Petrol,Individual,Manual,Second Owner,12.31,591665,350000,MH24JJ5379
Hyundai Grand i10 1.2 CRDi Magna,Hyundai,Grand,i10 1.2 CRDi Magna,2015,61658,Diesel,Dealer,Manual,First Owner,12.0,591948,350000,MH18DC5110
Maruti Zen Estilo 1.1 LXI BSIII,Maruti,Zen,Estilo 1.1 LXI BSIII,2007,90000,Petrol,Individual,Manual,Second Owner,12.0,591972,160000,MH77PX7346
Datsun GO Plus T Option Petrol,Datsun,GO,Plus T Option Petrol,2018,10000,Petrol,Individual,Manual,First Owner,12.52,592101,434999,MH15RL4299
Maruti Swift Dzire Tour LDI,Maruti,Swift,Dzire Tour LDI,2014,190621,Diesel,Dealer,Manual,First Owner,12.0,592327,300000,MH35OX2511
Chevrolet Optra Magnum 2.0 LS,Chevrolet,Optra,Magnum 2.0 LS,2009,66000,Diesel,Individual,Manual,First Owner,14.0,592532,150000,MH42XV1606
Fiat Grande Punto EVO 1.3 Dynamic,Fiat,Grande,Punto EVO 1.3 Dynamic,2014,70000,Diesel,Individual,Manual,First Owner,10.0,593095,325000,MH19PZ3154
Maruti Wagon R VXI AMT,Maruti,Wagon,R VXI AMT,2017,19890,Petrol,Dealer,Automatic,First Owner,11.0,593147,420000,MH22DP5874
Honda City i-DTEC SV,Honda,City,i-DTEC SV,2014,80000,Diesel,Dealer,Manual,First Owner,14.0,593369,495000,MH23JH4495
Maruti SX4 ZDI,Maruti,SX4,ZDI,2011,105000,Diesel,Dealer,Manual,First Owner,11.0,593394,350000,MH78VM4870
Chevrolet Captiva LT,Chevrolet,Captiva,LT,2008,100000,Diesel,Individual,Manual,Fourth & Above Owner,9.02,593732,250000,MH74BJ7228
Maruti Wagon R VXI BSII,Maruti,Wagon,R VXI BSII,2006,80000,Petrol,Individual,Manual,Second Owner,13.0,593797,75000,MH14IL7483
